trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance_km,distance_unit_assumed,vehicle_no,vehicle_no_raw,driver_id
TRP001454,MANDI016,WH-Central,2026-06-27 04:19:40,2026-06-27 07:55:00,3.588888888888889,158.199557853148,False,UP-48-AB-7570,UP-48-AB-7570,DRV352
TRP009746,MANDI027,WH-East,2026-04-30 14:08:00,2026-05-01 03:20:50,13.213888888888889,653.398173838476,False,Unknown,,DRV836
TRP007160,MANDI004,WH-South,2026-03-20 00:00:00,,16.4,787.8,False,PB-83-AB-4900,PB 83 AB 4900,DRV666
TRP005900,MANDI018,WH-North,2026-06-10 13:44:09,2026-06-11 07:38:09,17.9,832.0,False,HR-94-BC-3966,HR 94 BC 3966,DRV768
TRP006818,MANDI016,WH-West,2026-02-17 07:53:44,2026-02-17 22:59:44,15.1,759.7,False,RJ-99-DF-1776,RJ 99 DF 1776,DRV621
TRP003795,MANDI032,WH-Central,2026-07-13 23:30:01,2026-07-14 19:30:01,20.0,1061.4,False,Unknown,,DRV523
TRP004990,MANDI054,Export-Terminal,2026-02-06 18:20:26,2026-02-07 11:56:00,17.592777777777776,781.1,False,Unknown,,DRV629
TRP000543,MANDI050,WH-North,2026-04-04 04:38:43,2026-04-04 18:20:43,13.7,564.3,False,UP-86-DF-3781,UP 86 DF 3781,DRV781
TRP000563,MANDI020,WH-Central,2026-08-25 23:19:00,2026-08-26 14:19:00,15.0,884.8975268283859,False,RJ-30-DF-5358,RJ-30-DF-5358,DRV224
TRP003949,MANDI025,WH-North,2026-01-26 17:42:57,2026-01-26 23:06:57,5.4,321.3,False,PB-67-CD-5906,PB-67-CD-5906,DRV670
TRP003354,MANDI043,WH-West,2026-04-20 13:47:32,2026-04-21 05:29:00,15.69111111111111,681.4,False,UP-60-CD-6816,UP-60-CD-6816,DRV564
TRP008463,MANDI038,Export-Terminal,2026-07-04 00:00:00,2026-07-05 04:38:10,28.636111111111113,988.697236721918,False,UP-30-CD-7913,up 30-CD-7913,Unknown
TRP006795,MANDI008,WH-South,2026-01-30 23:59:13,2026-01-31 05:11:00,5.1963888888888885,,True,RJ-70-DF-3859,RJ-70-DF-3859,DRV568
TRP004023,MANDI017,Export-Terminal,2026-08-09 02:52:00,2026-08-09 00:00:00,10.1,478.89866154154606,False,DL-33-AB-9555,DL-33-AB-9555,DRV663
TRP003119,MANDI037,WH-South,2026-05-05 20:10:00,2026-05-06 02:52:34,6.709444444444444,337.7,False,RJ-32-AB-2046,RJ-32-AB-2046,DRV773
TRP001124,MANDI012,WH-North,2026-01-06 00:38:00,,3.2,184.3,False,RJ-33-DF-2709,RJ33-DF-2709,DRV219
TRP000901,MANDI021,WH-North,2026-02-24 13:32:01,2026-02-25 04:20:01,14.8,655.6,False,Unknown,,DRV310
TRP003015,MANDI013,WH-Central,2026-04-25 01:00:15,2026-04-25 12:54:15,11.9,491.2,False,PB-35-AB-7841,PB-35-AB-7841,DRV285
TRP000374,MANDI014,WH-West,2026-05-11 05:07:00,2026-05-11 00:00:00,11.3,,True,DL-50-BC-3098,DL-50-BC-3098,DRV575
TRP006256,MANDI024,WH-South,2026-05-11 06:54:47,2026-05-11 16:24:00,9.486944444444445,540.5,False,RJ-46-BC-7634,RJ 46 BC 7634,DRV259
TRP000953,MANDI053,WH-South,2026-02-14 19:48:00,2026-02-15 13:24:39,17.610833333333332,1006.097188091354,False,RJ-67-BC-5304,RJ-67-BC-5304,DRV720
TRP001148,MANDI024,WH-South,2026-02-17 06:29:33,2026-02-17 12:23:00,5.890833333333333,245.199314700328,False,UP-78-DF-6023,UP-78-DF-6023,DRV831
TRP006554,MANDI019,WH-West,2026-05-29 18:29:36,2026-05-30 18:11:36,23.7,1304.1,False,RJ-13-AB-1228,rj 13-AB-1228,DRV244
TRP008597,MANDI054,WH-North,2026-03-27 23:16:00,2026-03-28 09:46:00,10.5,542.4,False,RJ-85-BC-7484,RJ-85-BC-7484,DRV451
TRP000796,MANDI025,WH-Central,2026-05-15 00:00:00,2026-05-16 14:04:00,38.06666666666667,969.3,False,DL-68-DF-4952,dl 68-DF-4952,DRV718
TRP003406,MANDI014,Export-Terminal,2026-04-10 09:18:00,2026-04-10 00:00:00,12.2,678.3,False,DL-54-CD-6757,DL 54 CD 6757,DRV398
TRP007337,MANDI032,WH-South,2026-04-19 00:00:00,2026-04-20 06:27:09,30.4525,686.6,False,HR-23-DF-7237,HR-23-DF-7237,Unknown
TRP009610,MANDI002,WH-West,2026-09-01 01:32:00,2026-09-01 15:20:00,13.8,,True,RJ-20-AB-5768,rj 20-AB-5768,DRV527
TRP007276,MANDI050,WH-West,2026-08-05 03:09:52,2026-08-05 22:03:52,18.9,842.4,False,RJ-72-DF-5084,RJ-72-DF-5084,DRV141
TRP000938,MANDI047,Export-Terminal,2026-07-28 15:57:51,2026-07-29 07:21:51,15.4,671.6,False,UP-10-BC-5492,UP-10-BC-5492,DRV391
TRP003950,MANDI049,WH-South,2026-05-02 05:33:32,2026-05-02 08:09:00,2.591111111111111,150.7,False,PB-80-DF-1221,PB-80-DF-1221,DRV531
TRP004203,MANDI048,WH-South,2026-02-23 14:26:00,2026-02-24 00:20:59,9.91638888888889,572.7,False,RJ-58-BC-6191,RJ58-BC-6191,DRV179
TRP009940,MANDI010,WH-Central,2026-05-14 21:39:52,2026-05-15 00:00:00,2.3355555555555556,,True,RJ-53-AB-2283,RJ53-AB-2283,DRV304
TRP005757,MANDI002,WH-West,2026-05-03 22:59:00,2026-05-04 10:59:38,12.010555555555555,642.0982054203939,False,DL-44-AB-6532,DL44-AB-6532,DRV899
TRP002860,MANDI047,WH-Central,2026-01-14 22:24:35,2026-01-15 19:12:00,20.790277777777778,1214.7,False,PB-66-CD-6659,PB-66-CD-6659,DRV205
TRP009002,MANDI020,Export-Terminal,2026-05-07 00:00:00,2026-05-07 12:51:18,12.855,139.7,False,Unknown,,DRV954
TRP006514,MANDI013,WH-West,2026-01-23 09:46:42,2026-01-24 07:10:42,21.4,1251.796501394252,False,RJ-79-DF-5712,RJ-79-DF-5712,DRV641
TRP008021,MANDI018,WH-Central,2026-01-06 13:48:27,2026-01-07 03:24:27,13.6,797.8,False,Unknown,,DRV745
TRP004869,MANDI021,WH-East,2026-09-02 07:37:35,2026-09-02 17:13:00,9.590277777777779,392.3,False,UP-62-BC-1204,UP62-BC-1204,DRV583
TRP007211,MANDI014,WH-North,2026-05-20 00:47:50,2026-05-20 18:47:50,18.0,961.2,False,UP-81-CD-9999,UP 81 CD 9999,DRV336
TRP008302,MANDI042,WH-East,2026-06-18 06:21:29,2026-06-19 04:03:29,21.7,1210.8,False,HR-33-CD-2679,HR 33 CD 2679,Unknown
TRP009174,MANDI017,WH-South,2026-06-25 11:25:15,2026-06-26 03:07:15,15.7,786.9,False,UP-45-BC-8841,up 45-BC-8841,Unknown
TRP002985,MANDI045,WH-West,2026-06-02 12:44:00,2026-06-03 09:32:55,20.815277777777776,,True,UP-39-DF-6477,UP 39 DF 6477,DRV905
TRP005546,MANDI050,WH-North,2026-08-01 00:22:31,2026-08-01 05:34:31,5.2,264.7,False,RJ-65-BC-7646,rj 65-BC-7646,DRV481
TRP009151,MANDI006,WH-North,2026-07-19 13:14:13,2026-07-20 04:50:13,15.6,660.7,False,UP-27-CD-9061,UP-27-CD-9061,Unknown
TRP009539,MANDI048,WH-East,2026-03-22 06:43:45,2026-03-23 00:01:00,17.2875,790.6,False,UP-70-AB-8665,UP 70 AB 8665,DRV182
TRP000296,MANDI006,WH-West,2026-02-17 15:25:10,2026-02-17 19:43:00,4.2972222222222225,,True,DL-24-DF-5090,DL24-DF-5090,Unknown
TRP001414,MANDI040,WH-East,2026-04-18 03:09:00,2026-04-18 20:27:48,17.313333333333333,815.0977219096142,False,RJ-66-BC-3242,RJ66-BC-3242,DRV454
TRP004732,MANDI034,WH-South,2026-05-27 00:00:00,2026-05-27 08:59:24,8.99,156.0,False,DL-95-CD-1440,DL 95 CD 1440,DRV227
TRP007610,MANDI007,Export-Terminal,2026-08-28 23:21:27,2026-08-29 05:45:27,6.4,346.0,False,HR-54-CD-6154,HR 54 CD 6154,DRV567
TRP008161,MANDI002,WH-Central,2026-04-04 20:47:00,2026-04-05 08:53:00,12.1,717.9,False,DL-48-CD-4732,dl 48-CD-4732,DRV725
TRP000287,MANDI004,WH-Central,2026-06-25 00:00:00,2026-06-26 00:21:00,24.35,823.597698153304,False,PB-85-AB-2801,PB-85-AB-2801,Unknown
TRP006311,MANDI030,Export-Terminal,2026-08-09 00:00:00,2026-08-10 08:39:01,32.65027777777778,389.7,False,RJ-34-AB-5020,RJ34-AB-5020,Unknown
TRP007842,MANDI042,WH-West,2026-07-19 10:19:00,2026-07-20 00:00:00,13.683333333333334,852.0,False,RJ-41-DF-2673,RJ41-DF-2673,Unknown
TRP009111,MANDI054,Export-Terminal,2026-01-20 02:03:41,2026-01-20 08:15:00,6.188611111111111,280.4,False,RJ-52-DF-2524,RJ-52-DF-2524,DRV505
TRP002407,MANDI011,WH-Central,2026-06-03 10:37:16,2026-06-03 00:00:00,,432.3,False,PB-39-AB-7099,pb 39-AB-7099,DRV558
TRP006158,MANDI024,WH-East,2026-09-02 14:23:00,2026-09-02 18:47:00,4.4,196.2,False,Unknown,,Unknown
TRP006523,MANDI028,WH-West,2026-06-19 00:00:00,2026-06-20 02:29:00,26.483333333333334,939.9,False,HR-68-CD-8359,HR-68-CD-8359,DRV274
TRP002471,MANDI043,WH-East,2026-01-16 00:06:45,2026-01-16 23:18:00,23.1875,1057.3,False,UP-37-CD-6455,up 37-CD-6455,DRV259
TRP007306,MANDI015,Export-Terminal,2026-04-06 21:09:41,2026-04-07 10:03:00,12.88861111111111,701.2,False,Unknown,,Unknown
TRP005741,MANDI009,Export-Terminal,2026-06-09 07:30:51,2026-06-10 00:00:51,16.5,741.5,False,Unknown,,DRV287
TRP000837,MANDI042,WH-North,2026-09-08 15:33:00,,7.3,,True,Unknown,,DRV211
TRP001731,MANDI046,WH-Central,2026-05-10 03:59:00,2026-05-11 00:41:22,20.70611111111111,1202.0,False,HR-26-BC-1214,HR-26-BC-1214,DRV900
TRP003530,MANDI008,WH-West,2026-01-15 10:46:53,2026-01-15 16:52:00,6.085277777777778,327.4,False,DL-13-AB-6934,dl 13-AB-6934,DRV453
TRP007723,MANDI028,Export-Terminal,2026-07-29 22:42:15,2026-07-30 03:36:00,4.895833333333333,254.9992873107,False,HR-16-DF-7494,HR16-DF-7494,DRV198
TRP002755,MANDI050,WH-Central,2026-01-25 17:24:28,2026-01-26 13:54:28,20.5,929.7,False,DL-40-BC-2806,dl 40-BC-2806,DRV620
TRP001157,MANDI016,WH-East,2026-07-16 01:10:00,,11.6,677.6,False,DL-49-BC-4398,DL49-BC-4398,DRV875
TRP003774,MANDI033,WH-West,2026-02-06 21:42:45,2026-02-07 00:00:00,2.2875,859.7,False,Unknown,,DRV167
TRP007797,MANDI020,WH-North,2026-05-25 01:43:50,2026-05-25 15:43:00,13.98611111111111,565.3,False,PB-69-CD-1662,PB-69-CD-1662,DRV688
TRP006121,MANDI037,WH-Central,2026-06-23 01:22:55,2026-06-23 05:58:55,4.6,229.4,False,Unknown,,DRV866
TRP007204,MANDI032,WH-East,2026-02-21 18:18:03,2026-02-22 15:00:00,20.699166666666667,1050.5,False,RJ-26-AB-3622,RJ-26-AB-3622,DRV617
TRP009273,MANDI054,WH-North,2026-04-27 01:22:00,2026-04-27 21:16:51,19.914166666666667,1098.2,False,PB-24-BC-3825,PB-24-BC-3825,DRV526
TRP003541,MANDI053,WH-North,2026-05-27 16:33:00,,5.2,262.2,False,HR-80-CD-3930,HR80-CD-3930,DRV213
TRP001510,MANDI043,WH-East,2026-05-22 20:54:47,2026-05-23 11:00:00,14.086944444444445,722.8,False,Unknown,,DRV149
TRP008067,MANDI029,WH-East,2026-04-19 10:28:12,2026-04-20 04:10:12,17.7,783.7,False,UP-63-BC-7071,UP-63-BC-7071,Unknown
TRP005310,MANDI007,WH-South,2026-08-14 20:33:02,,18.9,1004.6,False,HR-13-AB-8691,HR-13-AB-8691,DRV931
TRP009460,MANDI050,WH-South,2026-06-15 23:17:30,2026-06-16 04:23:30,5.1,,True,Unknown,,DRV557
TRP008650,MANDI057,WH-South,2026-02-27 02:23:00,2026-02-27 23:17:00,20.9,1127.4,False,Unknown,,DRV416
TRP005872,MANDI053,WH-West,2026-05-14 21:45:00,,20.2,888.6,False,PB-86-CD-4692,pb 86-CD-4692,Unknown
TRP001786,MANDI055,Export-Terminal,2026-08-12 00:06:00,2026-08-12 12:42:38,12.610555555555555,557.4,False,RJ-70-DF-4525,RJ 70 DF 4525,Unknown
TRP002274,MANDI005,WH-South,2026-03-07 15:40:28,2026-03-08 06:16:00,14.592222222222222,739.797932362572,False,DL-29-CD-3764,DL-29-CD-3764,DRV678
TRP002474,MANDI003,WH-North,2026-01-23 05:54:25,2026-01-23 17:48:25,11.9,573.7983963093319,False,HR-85-BC-4823,HR-85-BC-4823,Unknown
TRP007539,MANDI002,WH-South,2026-03-09 02:42:54,2026-03-09 22:12:00,19.485,,True,RJ-50-BC-2986,RJ 50 BC 2986,DRV532
TRP007748,MANDI005,WH-Central,2026-07-17 23:38:00,2026-07-18 18:14:56,18.615555555555556,1027.0,False,RJ-32-AB-4337,rj 32-AB-4337,DRV900
TRP009294,MANDI045,Export-Terminal,2026-02-23 17:47:39,,21.8,1208.0,False,DL-30-BC-6604,dl 30-BC-6604,DRV608
TRP003890,MANDI003,WH-South,2026-07-02 18:59:00,2026-07-03 02:17:34,7.309444444444445,,True,HR-31-BC-1104,HR-31-BC-1104,DRV597
TRP001348,MANDI045,Export-Terminal,2026-08-20 15:34:00,2026-08-21 14:04:56,22.515555555555554,1189.6,False,PB-67-BC-1788,PB-67-BC-1788,DRV765
TRP009097,MANDI003,WH-South,2026-03-03 08:10:35,2026-03-04 00:00:00,15.823611111111111,1016.6,False,DL-64-DF-4724,DL 64 DF 4724,DRV402
TRP000211,MANDI054,Export-Terminal,2026-07-22 00:02:00,2026-07-22 11:32:43,11.511944444444444,634.1,False,PB-15-AB-1237,PB-15-AB-1237,DRV973
TRP005565,MANDI048,WH-West,2026-01-30 07:43:00,2026-01-30 11:37:35,3.9097222222222223,176.7,False,PB-25-CD-3615,PB-25-CD-3615,DRV491
TRP004013,MANDI029,WH-East,2026-05-30 12:52:00,,7.4,,True,PB-76-AB-3643,PB 76 AB 3643,DRV966
TRP005551,MANDI016,WH-Central,2026-06-28 21:53:00,2026-06-29 14:29:00,16.6,723.5,False,HR-44-BC-6151,HR-44-BC-6151,DRV781
TRP004078,MANDI011,WH-South,2026-02-23 16:19:53,2026-02-24 01:37:53,9.3,527.3,False,UP-44-AB-9209,UP-44-AB-9209,DRV425
TRP001340,MANDI026,WH-North,2026-07-13 01:13:22,2026-07-13 13:07:22,11.9,622.1,False,Unknown,,DRV851
TRP004994,MANDI007,WH-South,2026-05-27 02:31:11,2026-05-27 09:37:11,7.1,398.4,False,RJ-42-CD-2186,RJ42-CD-2186,DRV671
TRP006701,MANDI041,Export-Terminal,2026-04-18 03:50:00,2026-04-18 07:32:00,3.7,192.1,False,DL-22-DF-6780,DL 22 DF 6780,Unknown
TRP005404,MANDI011,WH-West,2026-07-08 07:54:24,2026-07-09 03:42:24,19.8,997.7,False,Unknown,,DRV487
TRP001966,MANDI049,WH-North,2026-09-02 18:52:53,2026-09-03 17:40:53,22.8,1230.8,False,DL-50-CD-8489,DL 50 CD 8489,DRV979
TRP004824,MANDI014,WH-Central,2026-05-07 02:12:00,2026-05-07 12:42:00,10.5,441.49876606931,False,PB-50-BC-7811,PB-50-BC-7811,DRV205
TRP006898,MANDI057,WH-North,2026-03-29 20:29:56,2026-03-30 12:41:56,16.2,660.5,False,DL-24-DF-9583,dl 24-DF-9583,DRV959
TRP009648,MANDI021,WH-South,2026-04-25 05:55:18,2026-04-25 15:37:18,9.7,518.6,False,HR-54-AB-3432,HR 54 AB 3432,DRV712
TRP008878,MANDI029,Export-Terminal,2026-07-18 19:44:15,2026-07-19 08:56:00,13.195833333333333,,True,DL-69-DF-8963,dl 69-DF-8963,DRV528
TRP009603,MANDI050,WH-East,2026-07-21 12:41:31,2026-07-21 22:29:31,9.8,470.19868585682804,False,DL-19-DF-7311,dl 19-DF-7311,DRV634
TRP004668,MANDI050,WH-West,2026-01-30 14:59:31,,11.0,498.6,False,UP-98-BC-5984,up 98-BC-5984,DRV144
TRP009823,MANDI042,WH-North,2026-08-12 15:46:00,2026-08-13 15:34:50,23.81388888888889,1266.4,False,UP-14-CD-2081,UP-14-CD-2081,DRV322
TRP007479,MANDI052,Export-Terminal,2026-02-23 04:01:28,2026-02-23 00:00:00,15.8,700.2,False,Unknown,,DRV653
TRP000107,MANDI017,WH-East,2026-04-01 12:43:05,2026-04-02 10:25:05,21.7,1162.5,False,HR-59-BC-9268,HR-59-BC-9268,DRV690
TRP008790,MANDI007,WH-North,2026-06-03 14:14:31,2026-06-04 03:32:31,13.3,548.8,False,RJ-69-DF-2371,RJ 69 DF 2371,DRV676
TRP003644,MANDI030,WH-West,2026-07-05 19:07:00,2026-07-06 11:49:27,16.7075,940.597371154684,False,HR-31-BC-7908,hr 31-BC-7908,DRV188
TRP004171,MANDI015,WH-Central,2026-05-15 22:59:00,2026-05-16 21:17:49,22.31361111111111,1319.0,False,DL-38-BC-9710,dl 38-BC-9710,Unknown
TRP005666,MANDI045,WH-North,2026-08-31 07:37:00,2026-08-31 15:31:29,7.908055555555555,327.8,False,DL-47-CD-8807,DL-47-CD-8807,DRV436
TRP001146,MANDI045,WH-West,2026-07-30 15:26:55,2026-07-31 11:56:00,20.48472222222222,1183.4,False,HR-42-AB-7749,HR42-AB-7749,DRV619
TRP006716,MANDI005,Export-Terminal,2026-01-14 12:04:00,2026-01-14 16:46:08,4.702222222222222,239.4,False,UP-59-AB-6641,UP 59 AB 6641,DRV699
TRP007234,MANDI033,WH-North,2026-02-13 14:20:00,,18.1,861.9,False,PB-56-AB-4390,PB 56 AB 4390,DRV904
TRP001374,MANDI002,WH-West,2026-01-26 10:16:26,,15.6,785.8,False,DL-42-CD-2564,DL-42-CD-2564,DRV999
TRP004025,MANDI044,WH-East,2026-01-31 07:51:01,2026-01-31 20:09:01,12.3,648.2,False,PB-93-AB-3900,PB-93-AB-3900,DRV176
TRP009406,MANDI034,WH-West,2026-02-17 22:45:41,,12.6,714.7,False,Unknown,,DRV567
TRP005012,MANDI036,WH-North,2026-03-08 07:55:00,2026-03-08 22:55:53,15.014722222222222,817.5977149224642,False,PB-99-DF-7360,PB-99-DF-7360,DRV584
TRP007934,MANDI015,Export-Terminal,2026-03-02 19:22:59,2026-03-02 21:34:00,2.183611111111111,117.0,False,DL-66-DF-6360,DL-66-DF-6360,Unknown
TRP003686,MANDI015,WH-West,2026-05-16 22:34:03,2026-05-17 12:10:00,13.599166666666667,640.1,False,Unknown,,DRV408
TRP009974,MANDI005,Export-Terminal,2026-01-12 13:28:37,2026-01-13 00:00:00,10.523055555555555,755.4,False,Unknown,,DRV657
TRP009470,MANDI022,WH-West,2026-07-11 08:26:00,2026-07-11 16:26:48,8.013333333333334,389.3,False,RJ-38-BC-4938,RJ-38-BC-4938,DRV508
TRP006766,MANDI035,WH-East,2026-04-09 16:39:27,2026-04-10 00:45:27,8.1,444.8,False,UP-43-BC-8370,UP 43 BC 8370,DRV611
TRP005184,MANDI052,WH-West,2026-04-23 14:38:05,2026-04-24 03:08:00,12.498611111111112,643.8,False,HR-80-BC-7479,HR80-BC-7479,DRV597
TRP006192,MANDI057,WH-West,2026-01-25 03:52:14,2026-01-25 12:34:14,8.7,407.6,False,RJ-43-AB-4555,RJ-43-AB-4555,Unknown
TRP000851,MANDI050,Export-Terminal,2026-02-12 19:48:32,,,673.3,False,Unknown,,DRV549
TRP001965,MANDI022,WH-South,2026-05-23 02:19:50,2026-05-23 19:01:00,16.68611111111111,721.7,False,DL-92-DF-4822,DL-92-DF-4822,DRV460
TRP003563,MANDI044,WH-North,2026-06-16 12:31:03,2026-06-17 02:37:03,14.1,838.3,False,DL-79-CD-2378,DL-79-CD-2378,DRV931
TRP006249,MANDI021,WH-East,2026-04-14 09:35:14,2026-04-15 00:00:00,14.412777777777778,1069.7,False,PB-84-BC-6087,PB 84 BC 6087,Unknown
TRP002304,MANDI024,Export-Terminal,2026-03-30 15:59:13,2026-03-30 23:29:00,7.496388888888889,426.3,False,Unknown,,DRV634
TRP000030,MANDI054,WH-North,2026-04-13 20:09:00,2026-04-14 05:39:00,9.5,453.7,False,DL-25-AB-1514,DL25-AB-1514,Unknown
TRP003144,MANDI049,WH-West,2026-05-17 20:53:37,2026-05-18 01:17:00,4.389722222222222,256.3,False,HR-23-DF-4579,hr 23-DF-4579,DRV503
TRP007602,MANDI036,Export-Terminal,2026-01-31 15:35:49,2026-01-31 17:47:00,2.1863888888888887,105.2,False,UP-32-AB-3318,up 32-AB-3318,DRV915
TRP004848,MANDI047,WH-West,2026-08-29 15:07:14,2026-08-30 00:00:00,8.879444444444445,730.6,False,PB-65-AB-5914,pb 65-AB-5914,DRV810
TRP002019,MANDI006,WH-South,2026-08-04 22:01:00,2026-08-05 00:55:00,2.9,,True,HR-75-BC-2505,HR-75-BC-2505,DRV733
TRP008920,MANDI020,WH-Central,2026-03-11 18:59:00,2026-03-12 15:53:40,20.91111111111111,998.8,False,UP-81-AB-4005,UP 81 AB 4005,DRV910
TRP006196,MANDI027,WH-South,2026-05-03 09:15:00,2026-05-03 12:15:00,3.0,155.5,False,PB-75-AB-2963,PB-75-AB-2963,Unknown
TRP001624,MANDI027,Export-Terminal,2026-06-04 15:45:00,2026-06-05 06:33:00,14.8,687.1,False,DL-57-AB-9834,DL-57-AB-9834,DRV523
TRP002971,MANDI005,WH-Central,2026-06-27 07:54:09,,13.4,,True,PB-58-BC-2227,PB 58 BC 2227,DRV664
TRP002292,MANDI043,WH-West,2026-03-30 08:30:49,,16.6,844.5,False,DL-81-AB-5892,DL-81-AB-5892,DRV286
TRP004735,MANDI025,WH-South,2026-02-28 08:16:00,2026-02-28 20:52:00,12.6,721.6,False,PB-63-DF-2825,pb 63-DF-2825,DRV534
TRP009996,MANDI025,WH-South,2026-02-05 01:38:09,2026-02-05 14:44:00,13.0975,720.2,False,DL-15-CD-6983,dl 15-CD-6983,DRV447
TRP001209,MANDI021,WH-West,2026-04-01 09:03:21,2026-04-02 02:39:21,17.6,983.6,False,DL-62-AB-5686,DL-62-AB-5686,DRV449
TRP008158,MANDI042,WH-West,2026-05-10 10:10:00,2026-05-11 03:34:06,17.401666666666667,996.1,False,UP-93-DF-7660,UP-93-DF-7660,DRV141
TRP000109,MANDI019,WH-South,2026-06-12 16:02:00,2026-06-13 00:00:00,7.966666666666667,554.5,False,PB-95-CD-1826,PB-95-CD-1826,DRV700
TRP009965,MANDI009,WH-South,2026-06-19 09:26:28,2026-06-19 18:14:00,8.792222222222222,,True,UP-17-AB-4522,UP-17-AB-4522,DRV454
TRP005246,MANDI008,Export-Terminal,2026-02-15 18:21:46,2026-02-16 03:51:46,9.5,404.1,False,Unknown,,Unknown
TRP005153,MANDI056,Export-Terminal,2026-06-27 09:26:00,2026-06-28 08:26:29,23.008055555555554,1094.796940187272,False,PB-18-DF-3360,pb 18-DF-3360,DRV348
TRP001826,MANDI038,WH-West,2026-03-04 15:53:48,2026-03-05 06:35:48,14.7,607.6,False,Unknown,,DRV437
TRP007534,MANDI039,WH-West,2026-08-18 10:38:35,2026-08-18 14:02:35,3.4,156.4,False,UP-97-AB-2861,UP97-AB-2861,DRV543
TRP001370,MANDI016,Export-Terminal,2026-09-03 10:38:46,2026-09-04 06:14:00,19.587222222222223,,True,PB-63-AB-5742,PB63-AB-5742,Unknown
TRP009083,MANDI002,Export-Terminal,2026-04-02 00:00:00,2026-04-02 17:57:00,17.95,257.8,False,RJ-56-DF-4325,RJ-56-DF-4325,Unknown
TRP009469,MANDI038,WH-West,2026-07-26 23:22:55,2026-07-27 10:28:00,11.084722222222222,547.8,False,Unknown,,DRV148
TRP001069,MANDI016,Export-Terminal,2026-08-22 13:27:00,2026-08-22 23:09:34,9.709444444444445,395.198895471328,False,HR-76-DF-4131,HR-76-DF-4131,DRV106
TRP007770,MANDI052,WH-West,2026-01-16 17:01:00,2026-01-17 16:01:00,23.0,,True,HR-12-AB-9681,HR12-AB-9681,DRV632
TRP003647,MANDI052,WH-Central,2026-03-29 03:35:51,2026-03-29 07:11:00,3.5858333333333334,150.1,False,PB-58-AB-5173,PB-58-AB-5173,DRV916
TRP006464,MANDI042,WH-North,2026-01-29 01:14:59,2026-01-29 04:20:59,3.1,179.3,False,Unknown,,DRV490
TRP003539,MANDI046,Export-Terminal,2026-04-01 06:26:42,2026-04-02 01:02:42,18.6,1110.596896028484,False,HR-74-DF-5856,HR74-DF-5856,DRV668
TRP007414,MANDI037,WH-South,2026-08-02 03:26:31,2026-08-02 11:02:00,7.591388888888889,335.8,False,Unknown,,Unknown
TRP003383,MANDI010,WH-South,2026-07-09 02:29:26,2026-07-09 13:35:26,11.1,630.6,False,HR-21-BC-7841,HR 21 BC 7841,DRV827
TRP009051,MANDI035,WH-West,2026-07-07 07:41:26,2026-07-08 00:00:00,16.309444444444445,988.797236442432,False,Unknown,,DRV326
TRP000762,MANDI002,WH-East,2026-04-09 05:58:00,,20.0,1050.597063720084,False,HR-15-CD-1368,HR15-CD-1368,DRV982
TRP000266,MANDI036,WH-East,2026-04-18 23:48:00,2026-04-19 12:48:00,13.0,647.5,False,Unknown,,DRV799
TRP006393,MANDI054,WH-Central,2026-04-23 02:26:23,2026-04-23 22:08:23,19.7,1059.1,False,UP-32-DF-9634,UP32-DF-9634,DRV742
TRP002475,MANDI044,WH-East,2026-02-11 00:52:00,,19.4,800.097763832514,False,RJ-85-BC-7632,rj 85-BC-7632,DRV176
TRP003571,MANDI032,WH-North,2026-09-01 13:37:17,2026-09-01 23:25:17,9.8,470.0,False,UP-63-BC-7443,UP-63-BC-7443,DRV609
TRP001003,MANDI021,WH-South,2026-01-25 08:14:51,2026-01-25 00:00:00,4.8,268.3,False,Unknown,,DRV949
TRP005580,MANDI033,Export-Terminal,2026-09-05 11:20:51,2026-09-05 17:20:51,6.0,281.2,False,DL-82-BC-4914,dl 82-BC-4914,DRV167
TRP000971,MANDI020,WH-East,2026-03-05 22:46:00,2026-03-06 17:46:00,19.0,1067.0970176048938,False,Unknown,,DRV864
TRP005845,MANDI056,WH-Central,2026-07-18 09:26:00,2026-07-19 03:50:41,18.41138888888889,,True,HR-21-BC-2954,HR-21-BC-2954,DRV415
TRP006965,MANDI030,WH-South,2026-05-08 23:44:00,2026-05-09 10:50:29,11.108055555555556,605.7,False,RJ-96-AB-1019,rj 96-AB-1019,Unknown
TRP001113,MANDI004,WH-South,2026-01-06 00:00:00,2026-01-07 03:01:00,27.016666666666666,1194.4,False,Unknown,,DRV143
TRP001513,MANDI029,WH-East,2026-05-05 13:13:00,2026-05-05 21:37:06,8.401666666666667,362.9,False,DL-37-DF-7706,DL37-DF-7706,Unknown
TRP002596,MANDI053,WH-South,2026-01-17 00:45:17,2026-01-17 05:09:17,4.4,195.1,False,UP-44-CD-7663,UP-44-CD-7663,DRV431
TRP009363,MANDI012,WH-North,2026-02-03 14:44:20,2026-02-03 21:50:20,7.1,,True,HR-32-DF-7223,HR32-DF-7223,DRV387
TRP000294,MANDI051,WH-South,2026-05-18 04:13:00,2026-05-18 00:00:00,2.2,127.7,False,HR-92-DF-3205,HR92-DF-3205,DRV952
TRP008574,MANDI031,WH-North,2026-06-23 23:55:58,2026-06-24 12:25:00,12.483888888888888,,True,RJ-20-DF-4381,RJ-20-DF-4381,DRV496
