record_id,date,mandi_id,district,crop_name,raw_crop_name,min_price,max_price,modal_price,msp,is_price_crash
PR000496,2026-03-08,MANDI032,,Maize,Makka,1838.0,2212.0,2025.01,2090.0,True
PR011966,2026-04-26,,Amritsar,Sugarcane,Sugarcane,3582.0,3990.0,3786.09,3500.0,False
PR007771,2026-08-20,MANDI010,Ambala,Mustard,Sarso,5591.281601122653,6702.63,6146.953699179814,5650.0,False
PR008466,2026-05-30,MANDI031,Kurukshetra,Cotton,कपास,,7047.0,6481.8,6620.0,True
PR003938,2026-08-19,MANDI013,Ferozepur,Sugarcane,Ganna,3489.0,4059.21,3774.0,3500.0,False
PR001428,2026-08-31,MANDI004,Sirsa,Mustard,Mustard,5162.4702024414,5480.95,5322.0,5650.0,True
PR006963,2026-01-08,MANDI006,Sirsa,Wheat,GEHUN,2177.33,2632.0,2404.85,,False
PR005054,2026-03-28,MANDI019,Moga,Cotton,कपास,5969.0,6972.62,6470.96,6620.0,True
PR004035,2026-06-09,MANDI003,Hisar,Wheat,गेहूं,2123.1,2406.4,2264.75,2275.0,True
PR006688,2026-04-19,MANDI048,Ludhiana,Sugarcane,Ganne,3244.0,3973.0,3608.78,3500.0,False
PR007236,2026-03-22,MANDI003,Jalandhar,Paddy,Dhaan,2177.08,2604.0,2390.43,2183.0,False
PR002400,2026-07-18,MANDI013,Fatehabad,Wheat,WHEAT,2001.72,2113.61,2057.67,2275.0,True
PR011527,2026-06-25,MANDI036,Ferozepur,Sugarcane,Ganne,3338.48,4157.0,,3500.0,False
PR004731,2026-08-05,MANDI018,Moga,Maize,Makka,1926.0,2202.41,2063.97,2090.0,True
PR001592,2026-08-11,MANDI023,Patiala,Cotton,Cotton,6937.26,7686.67,7311.97,6620.0,False
PR003703,2026-05-17,MANDI051,Saharanpur,Wheat,Gehun,2187.0,2362.97486641854,2274.77,2275.0,True
PR001132,2026-05-11,MANDI032,Hisar,Mustard,Mustard,5648.5,6760.0,6204.49,5650.0,False
PR007060,2026-03-30,MANDI045,Fatehabad,Mustard,Mustard,4891.0,6087.96,5489.498240229819,5650.0,True
PR005605,2026-05-01,MANDI023,Patiala,Wheat,गेहूं,2125.5,2428.3725757901466,2276.94,2275.0,False
PR001172,2026-07-11,MANDI022,Bathinda,Paddy,Dhaan,1972.0,2434.54,2203.0,2183.0,False
PR011981,2026-08-31,MANDI012,Kurukshetra,Paddy,Paddy,,2085.03,1977.44,,False
PR001782,2026-04-21,MANDI034,Ferozepur,Maize,corn,1939.8,,2064.64,2090.0,True
PR001667,2026-06-30,MANDI013,Karnal,Maize,Makki,2079.0,2560.91,2319.77,,False
PR008331,2026-01-18,MANDI036,Hisar,Mustard,Sarson,5887.0,6790.19,6339.0,5650.0,False
PR005832,2026-05-29,MANDI051,Jalandhar,Wheat,wheat,1969.87,2427.0,2198.64,2275.0,True
PR002990,2026-02-09,MANDI025,Karnal,Wheat,Gehun,2111.58,2266.68,2189.13,2275.0,True
PR007645,2026-07-02,,Hisar,Paddy,paddy,2167.0,2349.76,2258.53,2183.0,False
PR009864,2026-09-02,MANDI024,Karnal,Paddy,Paddy,2164.1011495625016,2595.05,2380.0,2183.0,False
PR000949,2026-04-26,MANDI002,Ferozepur,Sugarcane,Sugarcane,3334.61,3845.0853269447525,3590.0,3500.0,False
PR008140,2026-09-02,MANDI049,Muzaffarnagar,Mustard,Mustard,5035.33,6291.0,5663.0,5650.0,False
PR002453,2026-01-28,MANDI052,Jalandhar,Mustard,सरसों,5111.46,5579.0,5345.21,5650.0,True
PR008745,2026-04-26,MANDI001,Fatehabad,Sugarcane,गन्ना,3479.55,4300.41,3890.0,3500.0,False
PR004922,2026-05-03,MANDI052,Saharanpur,Wheat,GEHUN,2262.2858554859235,2681.0,2471.79,2275.0,False
PR001726,2026-09-01,MANDI040,Moga,Paddy,Paddy,2211.66,2519.58,2366.0,,False
PR009811,2026-05-25,MANDI014,Amritsar,Sugarcane,Sugarcane,3457.0,3670.77,3563.85,,False
PR001443,2026-07-14,MANDI006,Amritsar,Maize,Makka,1998.53,2156.23,2077.0,2090.0,True
PR010975,2026-06-14,,Ambala,Maize,Maize,2163.81,,2411.0,,False
PR006919,2026-03-29,,Bathinda,Wheat,Gehun,2225.0,2727.41,2476.2,2275.0,False
PR011831,2026-02-02,MANDI002,Karnal,Wheat,GEHUN,2281.47,2558.3270783550774,2420.0,2275.0,False
PR008006,2026-03-01,MANDI049,Muzaffarnagar,Wheat,GEHUN,2100.15,2478.0,2289.2618950737838,2275.0,False
PR000265,2026-03-15,MANDI006,Amritsar,Sugarcane,sugarcane,3456.59,3684.0,3570.3,3500.0,False
PR004535,2026-01-25,MANDI053,Bathinda,Sugarcane,Ganne,2980.72,3160.46,3070.59,3500.0,True
PR007182,2026-08-20,MANDI012,Hisar,Maize,मक्का,2162.2,2337.77,2250.0,2090.0,False
PR009660,2026-06-09,MANDI013,Amritsar,Mustard,mustard,5725.03,7036.34,6380.684271043906,5650.0,False
PR003502,2026-07-31,MANDI011,Jalandhar,Cotton,Cotton,6930.18,7571.02,7251.0,6620.0,False
PR003252,2026-02-08,,,Wheat,Wheat,2143.72,2613.91,2379.0,2275.0,False
PR006892,2026-07-28,,Sirsa,Maize,Makki,2011.0,2284.8428465850907,2147.76,2090.0,False
PR006444,2026-06-05,MANDI002,Ludhiana,Sugarcane,Sugarcane,3434.0,4147.0,3790.84,3500.0,False
PR001134,2026-02-20,MANDI026,Kurukshetra,Paddy,Paddy,2242.64,,,2183.0,False
PR009644,2026-04-21,MANDI039,Karnal,Maize,corn,2111.0,2538.67,2324.59,2090.0,False
PR002689,2026-07-14,MANDI047,Karnal,Paddy,Paddy,1978.72,2440.37,2209.55,2183.0,False
PR003273,2026-08-04,MANDI019,Ferozepur,Wheat,GEHUN,2161.0,2679.0,2420.06,2275.0,False
PR004072,2026-06-16,MANDI030,Ludhiana,Mustard,Mustard,5173.0,5810.0,5491.040997696066,5650.0,True
PR004620,2026-06-18,,Karnal,Sugarcane,Ganna,3210.0,3934.0,3572.08,3500.0,False
PR002248,2026-05-04,MANDI006,Karnal,Maize,corn,2133.0,2433.0,2282.79,2090.0,False
PR005687,2026-01-21,MANDI037,Ferozepur,Sugarcane,गन्ना,3509.31,3708.01,,3500.0,False
PR000534,2026-05-08,MANDI046,Ludhiana,Mustard,mustard,5832.0,7205.0,6518.0,5650.0,False
PR011151,2026-05-17,MANDI027,Karnal,Maize,Corn,2130.2,2424.0,2277.0,,False
PR003546,2026-08-19,MANDI043,Moga,Cotton,cotton,6570.0,7959.43,7264.93,6620.0,False
PR002234,2026-03-02,,Fatehabad,Wheat,WHEAT,2109.51,2216.0,2162.78,,False
PR005627,2026-02-08,MANDI028,Jalandhar,Wheat,Gehun,2339.7,2864.0,2601.96,2275.0,False
PR006094,2026-01-27,MANDI014,Patiala,Sugarcane,गन्ना,3482.560348564581,3819.1,3650.83,3500.0,False
PR011508,2026-03-02,MANDI048,Kurukshetra,Mustard,सरसों,5630.26,6174.91,5902.58,,False
PR007585,2026-04-16,MANDI049,Karnal,Wheat,गेहूं,2017.78,2256.42,2137.1,2275.0,True
PR009766,2026-02-03,MANDI054,Kurukshetra,Mustard,Sarso,5613.43,6997.38,,5650.0,False
PR009385,2026-03-01,MANDI048,Ludhiana,Mustard,Mustard,5374.4,6104.29,5739.34706079173,5650.0,False
PR010178,2026-05-13,MANDI010,Patiala,Maize,Makka,2038.0,2151.05,2094.38,2090.0,False
PR007052,2026-02-19,MANDI018,Ambala,Wheat,Gehun,2029.0,2204.11,2116.0,2275.0,True
PR001902,2026-02-07,MANDI004,Karnal,Mustard,mustard,5873.44,6501.91,6188.0,5650.0,False
PR001527,2026-03-24,MANDI023,Ambala,Wheat,GEHUN,2166.51,2463.44,,2275.0,False
PR005019,2026-04-16,,Amritsar,Paddy,धान,1990.0,2165.0,2077.61,2183.0,True
PR000445,2026-01-28,MANDI002,Moga,Maize,Makki,1792.3,2208.31,2000.0,2090.0,True
PR006246,2026-02-27,MANDI003,Amritsar,Paddy,Paddy,2084.95,2442.1426347448123,2263.55,2183.0,False
PR005745,2026-03-23,,Ludhiana,Paddy,paddy,2217.8,2437.84,2327.82,2183.0,False
PR004552,2026-07-21,MANDI017,Hisar,Mustard,mustard,5666.02,5997.41,5831.72,5650.0,False
PR003926,2026-03-21,MANDI007,Kurukshetra,Rice,Rice,2036.18,2264.0,2150.32,,False
PR001526,2026-02-24,MANDI024,Ambala,Sugarcane,गन्ना,3179.72,3468.8185611907684,3324.27,3500.0,True
PR009904,2026-01-20,MANDI047,Karnal,Paddy,Dhaan,1957.0141676717126,2386.07,2172.0,2183.0,True
PR008266,2026-09-08,MANDI041,Patiala,Mustard,mustard,5862.98,6606.0,,5650.0,False
PR011743,2026-02-16,MANDI018,Kurukshetra,Wheat,Kanak,1997.47,2211.47,2104.0,2275.0,True
PR004525,2026-08-09,MANDI043,Jalandhar,Mustard,Sarso,4931.0,5934.21,5432.63,,False
PR003987,2026-03-19,MANDI006,Ambala,Maize,मक्का,1889.94,2087.28,1988.610438096391,2090.0,True
PR001885,2026-03-06,MANDI039,,Wheat,Wheat,2131.214837422826,2329.32,2230.0,2275.0,True
PR000264,2026-01-20,MANDI013,Hisar,Maize,Corn,2128.3993590269215,2249.34,2189.0,2090.0,False
PR008182,2026-07-25,MANDI045,Patiala,Cotton,Kapas,6147.73,6843.0,6495.41,6620.0,True
PR006182,2026-01-01,MANDI017,Patiala,Paddy,paddy,2238.0,2355.22,2296.84,2183.0,False
PR004109,2026-06-12,MANDI047,Patiala,Cotton,cotton,6879.0,7782.27,7330.41,6620.0,False
PR008079,2026-07-20,MANDI012,Hisar,Sugarcane,Sugarcane,3344.88,3741.42,3543.15,3500.0,False
PR004605,2026-06-27,MANDI042,Amritsar,Maize,Corn,2074.44,2268.0,2171.06,,False
PR009852,2026-08-14,MANDI021,Amritsar,Sugarcane,Sugarcane,3244.24,3934.61,3589.0,3500.0,False
PR002041,2026-06-30,MANDI017,Karnal,Mustard,सरसों,5560.87,5871.72,5716.294271213126,,False
PR000875,2026-01-22,MANDI004,Ferozepur,Maize,Makki,2149.47,,2260.262804614895,2090.0,False
PR000214,2026-02-15,MANDI017,Ferozepur,Mustard,Mustard,5371.65,6309.555031958851,5840.6,5650.0,False
PR005261,2026-06-11,MANDI049,Ludhiana,Rice,Basmati,2040.76,2361.88,2201.32,2183.0,False
PR008970,2026-04-06,MANDI032,Patiala,Maize,Makka,2044.1,2458.0,2251.1,2090.0,False
PR001075,2026-02-28,MANDI045,Patiala,Sugarcane,sugarcane,3145.0,3679.0,3412.0,3500.0,True
PR008551,2026-01-04,MANDI011,Kurukshetra,Mustard,Sarson,5261.822221199029,6489.7181256661825,5875.77,5650.0,False
PR004019,2026-04-26,MANDI030,Patiala,Sugarcane,Ganne,3214.66,3531.83,3373.246804091013,3500.0,True
PR010280,2026-06-11,MANDI018,Moga,Mustard,mustard,5880.42,7287.78,6584.0,5650.0,False
PR009779,2026-07-20,MANDI019,Amritsar,Maize,Corn,2133.24,2297.11,2215.18,2090.0,False
PR004871,2026-09-03,MANDI014,Sirsa,Cotton,Kapas,5632.8,6166.43,,,False
PR008915,2026-05-10,MANDI038,Jalandhar,Maize,Makki,1920.26,2173.6,2046.93,,False
PR006788,2026-02-02,MANDI020,Ludhiana,Sugarcane,Ganne,3588.82,4137.01,3863.0,3500.0,False
PR002747,2026-06-09,MANDI028,Hisar,Paddy,Paddy,2013.0,2321.0,2167.08,2183.0,True
PR006083,2026-02-08,MANDI056,Amritsar,Maize,Maize,2145.0,2347.59,2246.112347079362,,False
PR011284,2026-05-13,MANDI005,Hisar,Mustard,mustard,5175.0,6024.27,5599.63,5650.0,True
PR007329,2026-07-27,MANDI036,Moga,Cotton,कपास,6856.49,7420.5,7138.49,6620.0,False
PR002553,2026-05-02,MANDI041,Ambala,Sugarcane,गन्ना,3157.0148161220504,3697.589845756252,,3500.0,False
PR007555,2026-06-01,MANDI012,Fatehabad,Mustard,Mustard,4991.26,5836.62,5414.0,,False
PR007786,2026-06-12,MANDI010,Ferozepur,Paddy,धान,1983.0,,2050.88,2183.0,True
PR006289,2026-06-15,MANDI040,Moga,Cotton,कपास,6044.0,6773.62,6408.64,,False
PR006476,2026-05-29,MANDI042,Amritsar,Maize,Makka,2192.0,2682.87,2438.0,2090.0,False
PR004215,2026-02-04,MANDI032,Ludhiana,Cotton,Narma,5913.53,6912.0,6412.64,6620.0,True
PR000619,2026-03-29,MANDI044,Ferozepur,Cotton,कपास,6380.0,,7164.84,6620.0,False
PR005993,2026-07-28,MANDI001,Jalandhar,Sugarcane,sugarcane,3212.29,3972.69,3592.0,3500.0,False
PR004834,2026-05-22,MANDI010,Sirsa,Cotton,Cotton,6210.94,7073.8,6642.37,6620.0,False
PR011642,2026-02-09,MANDI049,Bathinda,Cotton,कपास,5694.0,6034.6415754371565,5864.39,6620.0,True
PR002580,2026-08-21,MANDI052,Hisar,Rice,Rice,1970.51,2192.0,2081.47,,False
PR006681,2026-06-15,MANDI020,Fatehabad,Cotton,cotton,5789.050069659007,7065.94,6427.5,6620.0,True
PR002709,2026-03-25,MANDI009,Ambala,Rice,Basmati,1953.9679397403536,2096.12,2025.0443179076105,2183.0,True
PR000780,2026-05-22,MANDI009,Amritsar,Sugarcane,Ganna,3588.666502195768,4207.82,,3500.0,False
PR009249,2026-05-02,MANDI008,Fatehabad,Maize,Makka,2026.82,2288.0,2157.33,,False
PR009028,2026-05-19,MANDI020,Jalandhar,Cotton,Cotton,6621.67,7351.02,6986.34,6620.0,False
PR007993,2026-09-09,MANDI054,Amritsar,Wheat,Wheat,2052.47,2193.8,2123.14,2275.0,True
PR000335,2026-06-24,MANDI009,Bathinda,Maize,Maize,2032.87,2488.66,2260.76,2090.0,False
PR008637,2026-05-06,MANDI044,Patiala,Paddy,धान,2248.48,2457.0,2352.58,,False
PR006871,2026-04-02,MANDI007,Bathinda,Paddy,paddy,2091.83,2258.22,2175.02,2183.0,True
PR003075,2026-08-28,MANDI007,Hisar,Maize,Corn,1968.11,2231.56,2099.83,2090.0,False
PR006189,2026-01-24,MANDI040,Sirsa,Cotton,Cotton,6316.05,6889.0,6602.47,6620.0,True
PR005239,2026-09-04,,Moga,Cotton,Kapas,,6448.0,6110.1,6620.0,True
PR011998,2026-08-03,MANDI019,Bathinda,Sugarcane,गन्ना,3451.96,3910.0,3681.0,3500.0,False
PR000028,2026-02-12,MANDI033,Amritsar,Maize,मक्का,1926.86,2175.0,2050.862853424056,2090.0,True
PR003339,2026-05-18,MANDI046,Fatehabad,Wheat,Kanak,2318.5,2856.01,2587.25,2275.0,False
PR002435,2026-02-25,MANDI056,Kurukshetra,Wheat,Kanak,2078.97,2269.0,2173.89,,False
PR007063,2026-06-04,MANDI011,Bathinda,Sugarcane,sugarcane,3593.92,3848.27,3721.091153985609,3500.0,False
PR004429,2026-01-27,MANDI052,Sirsa,Mustard,Mustard,5099.04,5707.26,5403.154086614334,5650.0,True
PR011069,2026-01-20,,Ferozepur,Maize,Corn,1957.0,2252.6697906786376,2105.0,2090.0,False
PR003419,2026-05-25,MANDI033,Kurukshetra,Mustard,Mustard,5184.6,5511.09,5347.84,5650.0,True
PR000898,2026-01-16,MANDI042,Fatehabad,Wheat,गेहूं,2104.22,2333.21,2219.0,2275.0,True
PR001147,2026-09-05,MANDI013,Ferozepur,Mustard,Sarson,5902.42,6759.25,6331.0,5650.0,False
PR002349,2026-03-04,MANDI002,Amritsar,Sugarcane,Sugarcane,3446.0,4067.13,3756.0,3500.0,False
PR007238,2026-04-12,MANDI014,Hisar,Maize,Makki,2141.71,2286.01,2213.86,2090.0,False
PR008871,2026-01-31,MANDI001,Jalandhar,Wheat,Wheat,2199.963795431082,2493.0,2346.39,2275.0,False
PR006936,2026-08-13,MANDI052,Kurukshetra,Maize,Maize,2085.78,2264.58,2175.0,2090.0,False
PR006156,2026-01-13,MANDI039,Ferozepur,Sugarcane,Sugarcane,3381.0400555694346,4111.0,3745.98,3500.0,False
PR000716,2026-05-22,MANDI049,Sirsa,Maize,Maize,2005.0,2275.13,2140.08,2090.0,False
PR002467,2026-07-07,MANDI040,Bathinda,Maize,Maize,2062.0,2550.49,2306.0,2090.0,False
PR002991,2026-04-20,MANDI024,Ludhiana,Rice,Chawal,,,2447.220700763857,2183.0,False
PR010725,2026-08-25,MANDI002,Ferozepur,Wheat,wheat,2255.73,2701.03,2478.0,2275.0,False
PR010940,2026-06-09,MANDI029,Patiala,Cotton,Cotton,6113.58,6767.0,6441.0,6620.0,True
PR006564,2026-07-16,MANDI047,Ambala,Maize,Makka,2009.27,2405.0,2207.29,2090.0,False
PR006867,2026-05-14,MANDI057,Amritsar,Mustard,Sarso,5671.96,6115.0,5893.0,5650.0,False
PR009831,2026-08-25,MANDI027,Patiala,Sugarcane,गन्ना,3262.17,3689.37,3476.0,3500.0,True
PR011477,2026-07-14,,Ludhiana,Wheat,गेहूं,2309.0,2638.0,2474.0,2275.0,False
PR008616,2026-03-15,MANDI018,Patiala,Cotton,Cotton,6788.0,7419.99,7104.16,6620.0,False
PR006766,2026-08-22,MANDI042,Sirsa,Rice,Basmati,2194.0,2489.38,,2183.0,False
PR010331,2026-09-07,,Amritsar,Sugarcane,Ganne,3281.0,3809.17,3544.9110276924157,3500.0,False
PR008212,2026-02-12,MANDI045,Ambala,Mustard,सरसों,5676.37,6215.0,5945.597686100972,5650.0,False
PR009893,2026-08-22,MANDI055,Patiala,Cotton,cotton,5710.0,6095.17,5903.0,6620.0,True
PR001405,2026-04-26,MANDI025,Sirsa,Sugarcane,sugarcane,3233.73,3916.789977595477,3575.0,3500.0,False
PR010863,2026-07-18,MANDI049,Muzaffarnagar,Paddy,Dhaan,2246.43,2744.1437070803427,2495.0,2183.0,False
PR010369,2026-04-29,MANDI034,Amritsar,Mustard,सरसों,5884.0,7090.0,6487.21,5650.0,False
PR006573,2026-04-17,MANDI033,Ambala,Paddy,धान,2060.32,2373.8,2217.06,2183.0,False
PR009573,2026-08-11,MANDI027,Ferozepur,Paddy,धान,1921.77,2195.71,2058.74,2183.0,True
PR009650,2026-07-27,MANDI006,Ludhiana,Wheat,Gehun,,2611.0,2465.45,2275.0,False
PR001252,2026-08-29,MANDI039,Karnal,Mustard,Sarson,5233.0,5778.77,5506.12,5650.0,True
PR007475,2026-03-26,MANDI003,Ludhiana,Mustard,Sarson,5148.34,5440.036607586188,5294.0,,False
PR004831,2026-06-19,MANDI007,Amritsar,Mustard,mustard,5080.0,5772.8,5426.0,5650.0,True
PR009506,2026-06-20,MANDI020,Ambala,Sugarcane,Ganna,3329.74,,3414.0,3500.0,True
PR008287,2026-03-01,MANDI016,Kurukshetra,Mustard,mustard,4873.83,5806.0,5339.71,5650.0,True
PR005501,2026-07-24,MANDI009,Ludhiana,Wheat,Kanak,2339.36,,2542.0,2275.0,False
PR000162,2026-01-21,MANDI042,Fatehabad,Wheat,wheat,2216.78,2703.0,2460.025444240063,2275.0,False
PR003974,2026-05-24,MANDI026,Ferozepur,Paddy,धान,1939.46,2382.2,2160.83,2183.0,True
PR005430,2026-08-11,,,Sugarcane,Ganne,2984.0,3304.29,3143.96,,False
PR002061,2026-06-09,MANDI054,Kurukshetra,Mustard,Sarson,5048.89,5769.0,5409.0,5650.0,True
PR000256,2026-08-31,,Jalandhar,Mustard,Sarson,4941.49,5672.99,5307.0,,False
PR004354,2026-06-17,MANDI027,Hisar,Paddy,धान,2131.15,2481.82,2306.0,2183.0,False
PR005128,2026-02-09,,Jalandhar,Maize,Makka,1852.89,1995.65,1924.27,2090.0,True
PR004373,2026-07-10,MANDI021,Jalandhar,Maize,Maize,2059.0,2404.63,2231.79,2090.0,False
PR008687,2026-04-23,MANDI046,Moga,Mustard,सरसों,5436.329288653799,6333.0,5884.83,5650.0,False
PR000868,2026-06-28,MANDI031,Fatehabad,Sugarcane,Ganne,3666.72,4048.23,3857.48,3500.0,False
PR006664,2026-02-07,MANDI007,Ambala,Paddy,Paddy,1941.05,2083.64,2012.0,2183.0,True
PR006055,2026-07-07,MANDI010,Jalandhar,Maize,Makka,1873.5059458519006,2053.0,1963.0,,False
PR002490,2026-02-13,,Ambala,Paddy,Paddy,2069.77,2581.0,2325.28,2183.0,False
PR004794,2026-04-16,,Patiala,Maize,corn,,,1929.0,2090.0,True
PR010365,2026-02-01,MANDI033,Moga,Maize,मक्का,,2308.86,2162.95,2090.0,False
PR006375,2026-08-19,MANDI049,Amritsar,Maize,Makka,1966.82,2385.0,2175.85,2090.0,False
PR010822,2026-08-23,MANDI011,Kurukshetra,Mustard,Sarson,5703.0,6469.87,6086.33,5650.0,False
PR001225,2026-04-27,MANDI025,Amritsar,Cotton,Kapas,6260.0,6863.68,,6620.0,False
PR001944,2026-08-26,,Hisar,Cotton,Kapas,6493.09,7364.27,6929.0,6620.0,False
PR004091,2026-02-19,MANDI035,Fatehabad,Sugarcane,Sugarcane,3075.34,3550.0,3312.43,3500.0,True
PR008833,2026-01-01,MANDI009,Ludhiana,Maize,Makka,1788.2,2101.3358393054164,1944.77,2090.0,True
PR002965,2026-01-29,MANDI034,Kurukshetra,Cotton,Kapas,5737.0,6148.0,5942.33,6620.0,True
PR006382,2026-08-20,,Kurukshetra,Mustard,Mustard,5087.0,5891.75,5489.0,5650.0,True
PR004840,2026-05-05,MANDI017,Sirsa,Wheat,Kanak,1988.78,2421.8836316563784,2205.0,2275.0,True
PR009632,2026-05-28,MANDI037,Kurukshetra,Mustard,Sarson,5232.814189682505,6443.56,5838.19,5650.0,False
PR008387,2026-02-22,MANDI030,Moga,Sugarcane,sugarcane,3039.0,3526.13,3282.67,3500.0,True
PR000945,2026-01-15,MANDI053,Jalandhar,Mustard,Sarson,4944.38,6038.6141163336915,5491.5,5650.0,True
PR000884,2026-01-08,MANDI035,Amritsar,Cotton,cotton,6791.05,7481.29,7136.17,,False
PR011772,2026-04-01,MANDI011,Moga,Cotton,कपास,5674.53,6378.07,6026.0,,False
PR011093,2026-09-05,,Jalandhar,Cotton,Cotton,5832.73,6310.31,6072.0,6620.0,True
PR005708,2026-06-07,MANDI021,Patiala,Paddy,धान,1909.64,2331.46,2120.546997069876,2183.0,True
PR000383,2026-08-08,MANDI020,Ferozepur,Maize,Maize,2142.5,2407.38,2274.94,2090.0,False
PR001851,2026-05-10,MANDI026,Jalandhar,Cotton,Narma,5908.89,6826.0,6367.0,6620.0,True
PR005053,2026-05-23,MANDI024,Ferozepur,Wheat,WHEAT,2004.71,2378.85,2191.78,2275.0,True
PR008796,2026-04-21,MANDI002,Ferozepur,Mustard,सरसों,5081.68,5431.0,5256.39,5650.0,True
PR000760,2026-05-26,MANDI045,Amritsar,Paddy,paddy,1882.7503943026516,2082.0,1982.0,2183.0,True
PR003763,2026-05-24,,Karnal,Sugarcane,sugarcane,3321.3,3547.8,3435.0,3500.0,True
PR009816,2026-01-16,MANDI003,Amritsar,Wheat,Wheat,2361.0137225310896,2766.4,2564.0,2275.0,False
PR009556,2026-02-12,MANDI030,Ludhiana,Sugarcane,Sugarcane,3378.1289746669136,3618.62,3498.0,3500.0,True
PR011182,2026-03-09,MANDI050,Hisar,Sugarcane,Sugarcane,3586.0,4008.145213406141,3797.0,3500.0,False
PR002504,2026-07-24,MANDI052,Hisar,Wheat,wheat,2029.76,2182.55,2106.15,2275.0,True
PR004328,2026-03-25,MANDI024,Kurukshetra,Maize,corn,2191.72,2506.67,2349.0,,False
PR006549,2026-08-06,,Hisar,Sugarcane,Sugarcane,3025.2249440348724,3501.0,3263.0,3500.0,True
PR002781,2026-07-19,MANDI002,Karnal,Mustard,Mustard,5391.52,6368.79,5880.0,5650.0,False
PR010452,2026-07-13,MANDI044,Moga,Mustard,Sarson,5558.0,6851.97,6205.0,5650.0,False
PR011516,2026-08-14,MANDI045,Meerut,Sugarcane,Ganne,3311.26,3480.0,3396.0,3500.0,True
PR006721,2026-04-13,MANDI017,Sirsa,Mustard,Sarson,4906.69,5738.21,5322.0,5650.0,True
PR010588,2026-03-14,MANDI029,Fatehabad,Maize,Makki,1795.97,2210.76,2003.3674466962707,,False
PR006414,2026-06-13,MANDI019,Patiala,Maize,Maize,1905.0,2252.0,2078.4,,False
PR005760,2026-06-07,MANDI026,Jalandhar,Mustard,Mustard,4828.0,5404.94,5116.551950448222,,False
PR000402,2026-07-19,MANDI011,Ludhiana,Cotton,Kapas,6278.77,7233.0,6755.92,6620.0,False
PR009755,2026-07-10,MANDI048,Kurukshetra,Mustard,Sarso,5708.0,6136.72,5922.43,5650.0,False
PR011123,2026-03-31,MANDI018,Ambala,Wheat,wheat,1999.3530656036507,2268.0,2133.58,2275.0,True
PR004952,2026-03-23,MANDI046,Patiala,Maize,corn,1845.7,1974.2498397665718,1909.976077483709,2090.0,True
PR009410,2026-03-07,MANDI041,Bathinda,Maize,Makka,2028.6680447159827,2471.51,2250.09,2090.0,False
PR007228,2026-03-30,MANDI053,Saharanpur,Mustard,सरसों,5012.42,5348.17,5180.29,5650.0,True
PR011630,2026-03-16,MANDI041,Jalandhar,Rice,चावल,2125.94,2616.0,2370.88,2183.0,False
PR005548,2026-04-20,MANDI006,Patiala,Maize,Makki,1936.0,2356.0,2146.0,2090.0,False
PR007442,2026-08-25,,Hisar,Maize,Corn,2130.2,2468.6398225662547,2299.42,2090.0,False
PR006061,2026-01-11,MANDI049,Moga,Rice,Chawal,1870.01,2321.59,2095.8,2183.0,True
PR007189,2026-04-03,MANDI028,Jalandhar,Paddy,Dhaan,2280.89,2419.48,2350.18,2183.0,False
PR010032,2026-07-22,MANDI001,Patiala,Wheat,Wheat,2295.0,2694.59,2494.95,2275.0,False
PR007956,2026-05-15,,Hisar,Cotton,Narma,6627.0,7665.0,,6620.0,False
PR002147,2026-03-16,MANDI041,Fatehabad,Cotton,Cotton,5888.0,6884.09,6386.0,6620.0,True
PR001857,2026-03-15,MANDI026,Kurukshetra,Mustard,Mustard,4815.0,5587.92,5201.33,5650.0,True
PR001304,2026-06-30,MANDI001,Patiala,Cotton,Cotton,5947.91,6930.39,6439.15,6620.0,True
PR000407,2026-06-28,MANDI013,Sirsa,Rice,Chawal,1996.0,2148.9199128105515,2072.318339900732,2183.0,True
PR009935,2026-08-29,MANDI001,Ludhiana,Mustard,Sarso,5107.19,6283.0,,5650.0,False
PR010269,2026-05-26,MANDI022,Ferozepur,Cotton,Kapas,5632.0,6398.0,6015.0,,False
PR005852,2026-04-24,MANDI016,Jalandhar,Maize,Maize,2009.28,2313.63,,2090.0,False
PR004389,2026-03-16,MANDI047,Muzaffarnagar,Mustard,Sarson,4982.042277728055,5961.36,5471.7,5650.0,True
PR011951,2026-08-25,MANDI009,Bathinda,Mustard,सरसों,5781.72,6310.29,6046.0,5650.0,False
PR007055,2026-03-31,MANDI029,Amritsar,Maize,Corn,1782.0,1934.65,1858.13,,False
PR000860,2026-01-29,MANDI033,Bathinda,Cotton,Narma,6532.22,7037.65,6785.0,6620.0,False
PR004671,2026-06-01,,Hisar,Wheat,Wheat,2142.2321766067666,2674.0,2408.25,2275.0,False
PR010985,2026-08-21,MANDI001,Patiala,Wheat,Kanak,2221.81,2757.0,,2275.0,False
PR010964,2026-05-11,MANDI003,Ambala,Cotton,Narma,6381.42,7062.42,6721.92,6620.0,False
PR011618,2026-04-21,MANDI020,Ambala,Wheat,Kanak,1985.34,2293.0,2139.0,2275.0,True
PR008840,2026-04-06,MANDI049,Muzaffarnagar,Cotton,कपास,6657.36,7193.99,6925.68,6620.0,False
PR009210,2026-07-23,MANDI022,Karnal,Rice,Chawal,1925.080548952652,2371.95,2149.0,2183.0,True
PR006783,2026-04-10,MANDI050,Kurukshetra,Maize,Makka,1885.35,2078.19,1981.773075954723,2090.0,True
