arrival_id,date,mandi_id,crop_name,raw_crop_name,variety,arrival_quantity_qtl,farmer_count,arrival_id_was_missing,qty_was_negative,farmer_count_was_missing
ARR0017254,2026-04-18,MANDI050,Cotton,कपास,PBW-343,104.87,25.0,False,False,False
ARR0007748,2026-06-12,MANDI037,Wheat,WHEAT,Local,27.809999999999995,128.0,False,False,False
ARR0020730,2026-06-03,MANDI020,Mustard,Sarso,PBW-343,34.34,114.0,False,False,False
ARR0013496,2026-05-20,MANDI020,Wheat,Kanak,Local,312.32,23.0,False,False,False
ARR0021889,2026-02-27,MANDI026,Sugarcane,Ganne,Unknown,26.14,107.0,False,False,False
ARR0011377,2026-09-02,MANDI004,Rice,Chawal,HD-2967,487.2,110.0,False,False,False
ARR0004011,2026-03-16,MANDI011,Wheat,Gehun,HD-2967,496.75,76.0,False,False,True
ARR0017427,2026-02-10,MANDI004,Wheat,Wheat,Hybrid,17.03,76.0,False,False,True
ARR0011190,2026-07-23,MANDI005,Maize,मक्का,Premium,168.44,103.0,False,False,False
ARR0016477,2026-03-03,MANDI050,Paddy,Paddy,Premium,371.75,69.0,False,False,False
ARR0005072,2026-06-03,MANDI028,Cotton,Cotton,Hybrid,121.65,134.0,False,False,False
ARR0022411,2026-07-20,MANDI046,Rice,Rice,Unknown,158.78,47.0,False,False,False
ARR_GEN_000088,2026-01-07,MANDI040,Sugarcane,Ganna,Local,343.97,80.0,True,False,False
ARR0017541,2026-05-09,MANDI012,Wheat,WHEAT,HD-2967,57.77,77.0,False,False,False
ARR0013832,2026-01-18,MANDI008,Paddy,Paddy,Unknown,123.75,120.0,False,False,False
ARR0024771,2026-05-17,MANDI024,Mustard,Mustard,Premium,492.8,55.0,False,False,False
ARR0008543,2026-04-30,MANDI011,Cotton,Cotton,Pusa-1121,166.27,47.0,False,False,False
ARR0005763,2026-01-03,MANDI038,Sugarcane,Ganna,Pusa-1121,177.14000000000001,66.0,False,False,False
ARR0019845,2026-01-09,MANDI012,Sugarcane,गन्ना,Unknown,92.45,90.0,False,False,False
ARR0011005,2026-01-21,MANDI032,Paddy,paddy,Local,2.2383,90.0,False,True,False
ARR0008704,2026-04-24,MANDI003,Paddy,paddy,Premium,244.42,55.0,False,False,False
ARR0018316,2026-01-20,MANDI042,Wheat,WHEAT,Local,59.82,92.0,False,False,False
ARR0023922,2026-05-17,MANDI022,Maize,Makka,Pusa-1121,252.5,30.0,False,False,False
ARR0019790,2026-01-21,MANDI041,Maize,Makka,HD-2967,443.39,78.0,False,False,True
ARR0010020,2026-05-21,MANDI045,Wheat,GEHUN,Local,399.49,76.0,False,False,True
ARR0015768,2026-04-20,MANDI044,Wheat,GEHUN,Pusa-1121,52.480000000000004,76.0,False,False,True
ARR0000225,2026-05-01,MANDI020,Wheat,wheat,HD-2967,281.01,131.0,False,False,False
ARR0014093,2026-05-18,MANDI018,Wheat,गेहूं,Unknown,439.14,50.0,False,False,False
ARR0003847,2026-08-28,MANDI032,Mustard,Sarson,Hybrid,492.98,72.0,False,False,False
ARR0008424,2026-09-03,MANDI031,Rice,Basmati,Premium,480.56,7.0,False,False,False
ARR0021420,2026-04-27,MANDI014,Rice,चावल,PBW-343,163.58,80.5,False,False,True
ARR0005419,2026-07-28,MANDI055,Wheat,Gehun,Unknown,267.14,13.0,False,False,False
ARR0012757,2026-08-23,MANDI029,Wheat,WHEAT,HD-2967,346.71,40.0,False,False,False
ARR0001505,2026-06-21,MANDI025,Sugarcane,Ganna,Premium,150.44,97.0,False,False,False
ARR0003019,2026-06-22,MANDI012,Mustard,mustard,Premium,277.67,6.0,False,False,False
ARR0010445,2026-09-06,MANDI026,Mustard,Sarson,PBW-343,251.9,65.0,False,False,False
ARR0014796,2026-06-18,MANDI005,Sugarcane,Ganna,Local,3.7285000000000004,88.0,False,True,False
ARR0006613,2026-05-18,MANDI043,Cotton,cotton,Hybrid,313.37,147.0,False,False,False
ARR0022948,2026-03-28,MANDI039,Wheat,wheat,Hybrid,197.64,27.0,False,False,False
ARR0013481,2026-07-01,MANDI053,Cotton,Cotton,Local,251.52,72.0,False,False,False
ARR0003262,2026-01-30,MANDI031,Maize,Corn,Premium,37.43,70.0,False,False,False
ARR0021000,2026-06-01,MANDI033,Cotton,cotton,Pusa-1121,34.56,111.0,False,False,False
ARR0022383,2026-08-20,MANDI047,Rice,Basmati,Pusa-1121,252.64,129.0,False,False,False
ARR0020559,2026-03-21,MANDI040,Mustard,Sarso,Local,158.68,36.0,False,False,False
ARR0023699,2026-04-21,MANDI043,Maize,Corn,Hybrid,294.67,78.0,False,False,True
ARR0023785,2026-05-18,MANDI024,Maize,मक्का,Premium,245.16,90.0,False,False,False
ARR0011234,2026-06-22,MANDI008,Sugarcane,sugarcane,Pusa-1121,44.38,139.0,False,False,False
ARR0004160,2026-07-03,MANDI012,Rice,Basmati,PBW-343,202.26,137.0,False,False,False
ARR0011936,2026-07-12,MANDI002,Mustard,Mustard,Premium,227.01,125.0,False,False,False
ARR0021965,2026-02-25,MANDI045,Mustard,Sarso,Hybrid,40.37,27.0,False,False,False
ARR0009148,2026-04-23,MANDI045,Mustard,Mustard,Unknown,104.9,12.0,False,False,False
ARR0022363,2026-06-26,MANDI030,Sugarcane,गन्ना,HD-2967,47.93,38.0,False,False,False
ARR0016326,2026-06-21,MANDI031,Cotton,कपास,Local,378.45,111.0,False,False,False
ARR0023178,2026-03-09,MANDI011,Paddy,Paddy,Premium,254.91,101.0,False,False,False
ARR0019268,2026-07-15,MANDI052,Sugarcane,Sugarcane,Hybrid,4.204,79.0,False,True,True
ARR0009812,2026-04-15,MANDI029,Maize,Corn,PBW-343,1.7922,26.0,False,True,False
ARR0010062,2026-01-19,MANDI031,Maize,corn,Premium,462.88,84.0,False,False,False
ARR0016008,2026-05-27,MANDI055,Rice,चावल,HD-2967,185.6,57.0,False,False,False
ARR0022784,2026-08-27,MANDI032,Sugarcane,sugarcane,Unknown,14.75,79.0,False,False,True
ARR0009758,2026-01-17,MANDI056,Sugarcane,Sugarcane,Premium,379.11,9.0,False,False,False
ARR0024659,2026-05-04,MANDI035,Rice,Chawal,Premium,0.6767000000000001,80.5,False,True,True
ARR0003512,2026-07-11,MANDI025,Sugarcane,गन्ना,HD-2967,487.89,79.0,False,False,True
ARR0015015,2026-07-29,MANDI021,Sugarcane,Ganna,Premium,165.89000000000001,92.0,False,False,False
ARR0000434,2026-02-04,MANDI025,Mustard,Sarson,Premium,347.44,95.0,False,False,False
ARR0018702,2026-09-09,MANDI052,Maize,Makka,Unknown,26.550000000000004,78.0,False,False,True
ARR0017886,2026-07-29,MANDI022,Wheat,गेहूं,Pusa-1121,498.82,28.0,False,False,False
ARR0023946,2026-07-26,MANDI013,Cotton,Kapas,Unknown,491.31,133.0,False,False,False
ARR0009608,2026-05-10,MANDI022,Mustard,mustard,Hybrid,484.32,105.0,False,False,False
ARR0012981,2026-01-31,MANDI052,Sugarcane,गन्ना,PBW-343,285.35,7.0,False,False,False
ARR0001536,2026-01-28,MANDI008,Cotton,Cotton,PBW-343,300.89,84.0,False,False,False
ARR0002879,2026-02-03,MANDI010,Maize,Makka,HD-2967,176.48,18.0,False,False,False
ARR0014116,2026-04-03,MANDI015,Sugarcane,Ganne,Unknown,374.91,123.0,False,False,False
ARR0001273,2026-07-07,MANDI019,Sugarcane,sugarcane,PBW-343,108.84,55.0,False,False,False
ARR0013917,2026-07-12,MANDI033,Paddy,Paddy,PBW-343,310.09,126.0,False,True,False
ARR0003653,2026-05-20,MANDI045,Mustard,Mustard,Pusa-1121,451.13,87.0,False,False,False
ARR0023682,2026-05-27,MANDI003,Mustard,Sarson,Local,267.36,46.0,False,False,False
ARR0001617,2026-08-19,MANDI053,Sugarcane,गन्ना,Local,167.31,116.0,False,False,False
ARR0005261,2026-08-11,MANDI040,Wheat,GEHUN,Premium,59.45,90.0,False,True,False
ARR0017218,2026-01-16,MANDI004,Wheat,Kanak,Local,444.64,120.0,False,False,False
ARR0005964,2026-01-24,MANDI055,Maize,Makka,Local,360.67,99.0,False,False,False
ARR0015534,2026-06-23,MANDI047,Rice,चावल,Local,106.85000000000001,20.0,False,False,False
ARR0018831,2026-04-02,MANDI021,Maize,Makka,Hybrid,134.94,62.0,False,True,False
ARR0024951,2026-04-09,MANDI027,Paddy,Dhaan,Pusa-1121,90.92,21.0,False,False,False
ARR0010722,2026-07-17,MANDI018,Cotton,Kapas,Premium,130.73,73.0,False,False,False
ARR0018807,2026-06-28,MANDI020,Mustard,Sarson,PBW-343,417.93,80.0,False,False,False
ARR0006558,2026-01-17,MANDI046,Maize,Maize,Hybrid,159.86,78.0,False,False,True
ARR0023262,2026-01-11,MANDI025,Rice,Rice,HD-2967,23.24,60.0,False,False,False
ARR0011615,2026-06-05,MANDI021,Mustard,Sarson,Premium,39.74,12.0,False,False,False
ARR0021881,2026-04-26,MANDI054,Maize,Makki,Local,68.67,53.0,False,False,False
ARR0015142,2026-08-31,MANDI048,Rice,Rice,Premium,407.75,88.0,False,False,False
ARR0004557,2026-01-25,MANDI053,Wheat,गेहूं,Local,382.01,145.0,False,False,False
ARR0005406,2026-08-28,MANDI053,Wheat,गेहूं,PBW-343,236.82,20.0,False,False,False
ARR0018875,2026-07-04,MANDI038,Wheat,Gehun,PBW-343,147.61,27.0,False,True,False
ARR0022176,2026-02-25,MANDI029,Paddy,धान,Local,368.35,137.0,False,False,False
ARR0019994,2026-06-03,MANDI041,Rice,Chawal,Unknown,395.98,125.0,False,False,False
ARR0020762,2026-05-06,MANDI038,Mustard,Sarson,Unknown,48.23,39.0,False,False,False
ARR0023542,2026-06-23,MANDI021,Wheat,Gehun,PBW-343,11.5,127.0,False,False,False
ARR0019551,2026-02-11,MANDI038,Cotton,Cotton,Hybrid,32.21,28.0,False,False,False
ARR0020683,2026-01-15,MANDI024,Mustard,Mustard,Premium,409.77,22.0,False,False,False
ARR0007871,2026-07-06,MANDI044,Cotton,Cotton,Premium,274.36,129.0,False,False,False
ARR0004310,2026-05-11,MANDI051,Paddy,Dhaan,Unknown,225.16,103.0,False,False,False
ARR0004029,2026-04-20,MANDI018,Sugarcane,गन्ना,Pusa-1121,151.58,124.0,False,False,False
ARR0012969,2026-03-24,MANDI048,Cotton,कपास,Pusa-1121,26.15,124.0,False,False,False
ARR0010355,2026-08-02,MANDI055,Wheat,Kanak,PBW-343,281.87,95.0,False,False,False
ARR0017185,2026-01-09,MANDI032,Cotton,cotton,Premium,86.0,113.0,False,False,False
ARR0008414,2026-06-04,MANDI007,Cotton,Cotton,Local,21.26,49.0,False,False,False
ARR0000246,2026-03-11,MANDI050,Wheat,Wheat,Hybrid,474.91,61.0,False,False,False
ARR0018311,2026-03-13,MANDI008,Cotton,cotton,Local,325.2,16.0,False,False,False
ARR_GEN_000089,2026-09-04,MANDI002,Sugarcane,Sugarcane,Premium,271.32,79.0,True,False,True
ARR0015323,2026-06-17,MANDI031,Paddy,paddy,HD-2967,414.48,139.0,False,False,False
ARR0000309,2026-01-19,MANDI016,Cotton,Kapas,Hybrid,214.12,118.0,False,False,False
ARR0012351,2026-02-11,MANDI012,Rice,Basmati,Premium,143.74,63.0,False,False,False
ARR0014095,2026-07-05,MANDI001,Rice,Chawal,Local,186.01,90.0,False,False,False
ARR0020883,2026-04-15,MANDI037,Mustard,mustard,Unknown,268.31,140.0,False,False,False
ARR0023068,2026-03-13,MANDI055,Mustard,Sarso,Local,325.13,55.0,False,False,False
ARR0020168,2026-07-21,MANDI047,Mustard,Sarso,Pusa-1121,330.52,78.0,False,False,True
ARR0004954,2026-03-21,MANDI039,Wheat,Kanak,HD-2967,227.0,22.0,False,False,False
ARR0019736,2026-08-20,MANDI030,Mustard,Sarso,Local,420.44,78.0,False,False,True
ARR0012646,2026-07-31,MANDI001,Mustard,mustard,HD-2967,37.26,85.0,False,False,False
ARR0019041,2026-01-25,MANDI044,Wheat,Kanak,PBW-343,350.45,40.0,False,False,False
ARR0003106,2026-03-14,MANDI037,Maize,मक्का,Pusa-1121,36.08,34.0,False,False,False
ARR0014235,2026-07-29,MANDI003,Sugarcane,sugarcane,HD-2967,365.72,80.0,False,False,False
ARR0013397,2026-07-17,MANDI007,Paddy,paddy,Pusa-1121,357.43,74.0,False,False,False
ARR0012093,2026-06-03,MANDI053,Maize,corn,Premium,216.73,121.0,False,False,False
ARR0019456,2026-01-22,MANDI012,Cotton,Kapas,Unknown,411.05,77.0,False,False,True
ARR0008953,2026-06-08,MANDI026,Wheat,Kanak,Premium,399.21000000000004,97.0,False,False,False
ARR0022499,2026-05-10,MANDI028,Paddy,paddy,Local,153.7,118.0,False,False,False
ARR0011914,2026-06-02,MANDI039,Paddy,paddy,HD-2967,275.03,81.0,False,False,True
ARR0024152,2026-08-30,MANDI007,Maize,Makka,PBW-343,94.48,103.0,False,False,False
ARR0010240,2026-04-13,MANDI040,Paddy,धान,PBW-343,480.16,77.0,False,False,False
ARR0002406,2026-08-14,MANDI024,Maize,Makki,HD-2967,403.35,120.0,False,False,False
ARR0012488,2026-05-28,MANDI003,Mustard,सरसों,Premium,474.71000000000004,81.0,False,False,False
ARR0018579,2026-02-13,MANDI055,Sugarcane,गन्ना,PBW-343,19.25,9.0,False,False,False
ARR0024525,2026-02-03,MANDI048,Wheat,Wheat,HD-2967,220.36,88.0,False,False,False
ARR0012190,2026-03-07,MANDI005,Sugarcane,sugarcane,Local,85.01,64.0,False,False,False
ARR0004448,2026-01-25,MANDI017,Rice,चावल,PBW-343,490.94,137.0,False,False,False
ARR0016814,2026-03-13,MANDI032,Sugarcane,Ganne,HD-2967,333.21,79.0,False,False,True
ARR0017407,2026-06-28,MANDI056,Mustard,Mustard,PBW-343,306.31,6.0,False,False,False
ARR0010505,2026-04-10,MANDI057,Wheat,Wheat,Pusa-1121,207.42000000000002,13.0,False,False,False
ARR0011948,2026-08-07,MANDI019,Wheat,Kanak,HD-2967,430.52,110.0,False,False,False
ARR0014986,2026-07-20,MANDI038,Mustard,Mustard,PBW-343,230.69,98.0,False,False,False
ARR0013527,2026-04-16,MANDI019,Paddy,paddy,HD-2967,227.52,28.0,False,False,False
ARR0011942,2026-04-10,MANDI026,Maize,मक्का,Unknown,196.91,39.0,False,False,False
ARR0017245,2026-08-19,MANDI011,Cotton,कपास,Premium,487.76,100.0,False,False,False
ARR0013064,2026-05-17,MANDI045,Mustard,Sarson,Premium,316.63,39.0,False,False,False
ARR0016506,2026-01-17,MANDI018,Cotton,Kapas,PBW-343,30.55,77.0,False,False,True
ARR0002268,2026-09-04,MANDI002,Wheat,Kanak,Local,259.2,76.0,False,False,True
ARR0003930,2026-06-02,MANDI003,Cotton,Narma,Pusa-1121,453.03000000000003,45.0,False,False,False
ARR0021761,2026-06-24,MANDI057,Sugarcane,sugarcane,Premium,122.53,61.0,False,False,False
ARR0014631,2026-02-15,MANDI008,Wheat,WHEAT,Premium,148.08,149.0,False,False,False
ARR0021433,2026-05-02,MANDI025,Rice,Chawal,Local,67.27,36.0,False,False,False
ARR0001167,2026-06-01,MANDI019,Paddy,धान,Pusa-1121,397.73,81.0,False,False,True
ARR0008228,2026-02-05,MANDI008,Maize,Makki,Hybrid,157.6,94.0,False,False,False
ARR0008444,2026-04-12,MANDI024,Wheat,WHEAT,Local,425.12,126.0,False,False,False
ARR0007450,2026-01-21,MANDI006,Sugarcane,Ganne,Hybrid,222.15,24.0,False,False,False
ARR0018060,2026-08-16,MANDI042,Paddy,paddy,Unknown,63.52,115.0,False,False,False
ARR_GEN_000090,2026-03-11,MANDI044,Mustard,mustard,Local,120.32,64.0,True,False,False
ARR0005534,2026-02-14,MANDI027,Wheat,wheat,Premium,51.27,109.0,False,False,False
ARR0019849,2026-07-14,MANDI012,Maize,Corn,Pusa-1121,490.22,66.0,False,False,False
ARR0012294,2026-07-11,MANDI017,Wheat,Wheat,HD-2967,465.8,84.0,False,False,False
ARR0013621,2026-07-17,MANDI034,Maize,Makki,HD-2967,490.9,52.0,False,False,False
ARR0020553,2026-05-20,MANDI046,Sugarcane,Ganne,Unknown,479.09,110.0,False,False,False
ARR0010983,2026-04-30,MANDI037,Cotton,Narma,PBW-343,154.84,57.0,False,False,False
ARR0003354,2026-07-05,MANDI042,Mustard,Mustard,Local,319.51,29.0,False,False,False
ARR0010679,2026-01-23,MANDI004,Mustard,Sarso,HD-2967,484.9200000000001,77.0,False,False,False
ARR0014933,2026-04-17,MANDI021,Sugarcane,Sugarcane,Premium,343.6700000000001,76.0,False,False,False
ARR0009684,2026-01-08,MANDI039,Cotton,Kapas,Unknown,474.62,45.0,False,False,False
ARR0015609,2026-08-01,MANDI032,Cotton,Narma,Local,234.87,120.0,False,False,False
ARR0013737,2026-07-22,MANDI036,Maize,Corn,HD-2967,372.17,149.0,False,False,False
ARR0024836,2026-06-02,MANDI026,Wheat,Wheat,Local,146.35,97.0,False,False,False
ARR0005658,2026-04-03,MANDI023,Sugarcane,गन्ना,PBW-343,138.46,29.0,False,False,False
ARR0019392,2026-08-20,MANDI037,Sugarcane,Ganne,PBW-343,436.93,50.0,False,False,False
ARR0023704,2026-06-03,MANDI022,Sugarcane,sugarcane,HD-2967,2.7041000000000004,137.0,False,True,False
ARR0014523,2026-07-08,MANDI017,Paddy,Dhaan,Premium,469.24,35.0,False,False,False
ARR0021885,2026-03-27,MANDI055,Sugarcane,Ganna,Premium,295.05,59.0,False,False,False
ARR0015414,2026-07-27,MANDI041,Rice,Chawal,Unknown,184.74,103.0,False,False,False
ARR0022005,2026-08-15,MANDI026,Maize,Makka,Premium,465.21,53.0,False,True,False
ARR0004575,2026-02-03,MANDI004,Mustard,Mustard,HD-2967,31.45,107.0,False,False,False
ARR0001372,2026-09-02,MANDI045,Wheat,wheat,Unknown,430.34000000000003,118.0,False,False,False
ARR0013352,2026-02-14,MANDI048,Maize,मक्का,Unknown,482.46,149.0,False,False,False
ARR0013726,2026-07-24,MANDI035,Sugarcane,Ganne,PBW-343,47.629999999999995,77.0,False,False,False
ARR0009871,2026-07-27,MANDI004,Cotton,Cotton,Local,294.55,135.0,False,False,False
ARR0013821,2026-05-28,MANDI004,Sugarcane,Sugarcane,Pusa-1121,156.23,6.0,False,False,False
ARR0015812,2026-02-09,MANDI049,Cotton,कपास,Premium,158.77,77.0,False,False,True
ARR0001206,2026-01-03,MANDI016,Mustard,Sarson,Unknown,405.33,131.0,False,False,False
ARR0021210,2026-02-22,MANDI013,Mustard,सरसों,Premium,268.4,112.0,False,False,False
ARR0014359,2026-04-20,MANDI023,Maize,मक्का,Pusa-1121,96.61,140.0,False,False,False
ARR_GEN_000091,2026-01-18,MANDI049,Mustard,सरसों,Premium,37.88,39.0,True,False,False
ARR0022024,2026-03-10,MANDI040,Sugarcane,Ganna,Local,133.58,77.0,False,False,False
ARR0005166,2026-03-28,MANDI016,Cotton,Kapas,Hybrid,383.3,77.0,False,False,True
ARR0006378,2026-06-07,MANDI046,Paddy,paddy,Premium,116.41,139.0,False,False,False
ARR0017736,2026-03-24,MANDI003,Wheat,GEHUN,PBW-343,372.39,71.0,False,False,False
ARR0021906,2026-07-01,MANDI005,Cotton,Kapas,Hybrid,237.8,77.0,False,False,True
ARR0004291,2026-02-19,MANDI018,Wheat,wheat,HD-2967,200.59,142.0,False,False,False
ARR0024138,2026-04-21,MANDI042,Mustard,mustard,Pusa-1121,499.97,66.0,False,False,False
ARR0019377,2026-09-09,MANDI018,Paddy,Dhaan,HD-2967,297.76,57.0,False,False,False
ARR0016070,2026-04-25,MANDI037,Sugarcane,Sugarcane,Pusa-1121,365.36,115.0,False,False,False
ARR0018036,2026-05-19,MANDI045,Maize,Makka,Hybrid,33.8,115.0,False,False,False
ARR0006675,2026-03-04,MANDI052,Mustard,सरसों,HD-2967,449.07,24.0,False,False,False
ARR0002928,2026-08-03,MANDI049,Cotton,Kapas,Hybrid,326.93,82.0,False,False,False
ARR0023823,2026-03-23,MANDI030,Cotton,Narma,HD-2967,324.93,99.0,False,False,False
ARR0001871,2026-06-19,MANDI052,Paddy,Dhaan,Hybrid,201.55,56.0,False,False,False
ARR0010570,2026-06-15,MANDI008,Mustard,Mustard,Unknown,4.5157,62.0,False,True,False
ARR0004592,2026-08-20,MANDI023,Sugarcane,sugarcane,Hybrid,456.09000000000003,109.0,False,False,False
ARR0018332,2026-07-23,MANDI013,Mustard,Mustard,Hybrid,115.55,120.0,False,False,False
ARR0000587,2026-06-03,MANDI057,Sugarcane,Ganne,HD-2967,465.28,73.0,False,False,False
ARR0014970,2026-03-18,MANDI041,Sugarcane,Ganne,PBW-343,203.8,61.0,False,False,False
ARR0012161,2026-06-15,MANDI014,Mustard,Mustard,Unknown,122.55,16.0,False,False,False
ARR0013219,2026-03-29,MANDI051,Cotton,कपास,Hybrid,404.20000000000005,77.0,False,False,True
ARR0003044,2026-05-30,MANDI028,Maize,मक्का,Unknown,245.52,116.0,False,False,False
ARR0008517,2026-06-02,MANDI028,Maize,Maize,PBW-343,59.99,78.0,False,False,False
ARR0005437,2026-04-11,MANDI017,Wheat,wheat,Premium,130.76,28.0,False,False,False
ARR0018472,2026-03-15,MANDI039,Maize,Maize,Pusa-1121,299.72,22.0,False,False,False
ARR0013695,2026-02-23,MANDI018,Paddy,Paddy,PBW-343,186.88,26.0,False,False,False
ARR0020003,2026-03-31,MANDI006,Mustard,Sarson,Local,245.41,78.0,False,False,True
ARR0019035,2026-02-23,MANDI049,Cotton,Cotton,Premium,344.47,99.0,False,False,False
ARR0009943,2026-05-25,MANDI043,Maize,मक्का,Local,120.14,78.0,False,False,True
ARR0022848,2026-08-30,MANDI009,Sugarcane,Sugarcane,Unknown,88.23,26.0,False,False,False
ARR0023647,2026-08-20,MANDI027,Mustard,Sarson,HD-2967,451.25,51.0,False,True,False
ARR0023700,2026-09-01,MANDI032,Wheat,Kanak,Premium,485.77,76.0,False,False,True
ARR0015138,2026-08-02,MANDI026,Wheat,Kanak,Local,84.2,150.0,False,False,False
ARR0017745,2026-08-11,MANDI035,Maize,Makka,Local,149.98,42.0,False,False,False
ARR0016012,2026-07-31,MANDI010,Paddy,Paddy,Premium,421.18,55.0,False,False,False
ARR0001188,2026-08-14,MANDI036,Sugarcane,Sugarcane,HD-2967,143.84,12.0,False,False,False
ARR0022915,2026-08-04,MANDI054,Maize,Makki,PBW-343,203.66999999999996,20.0,False,False,False
ARR0017436,2026-09-01,MANDI044,Wheat,wheat,Local,483.16,119.0,False,False,False
ARR0021532,2026-04-04,MANDI050,Sugarcane,Ganne,Pusa-1121,239.63,110.0,False,False,False
ARR0019756,2026-01-01,MANDI018,Wheat,GEHUN,Premium,312.54,69.0,False,False,False
ARR0005772,2026-04-11,MANDI041,Maize,Makka,Local,409.1,45.0,False,False,False
ARR0024902,2026-01-16,MANDI016,Mustard,सरसों,Hybrid,166.53,73.0,False,False,False
ARR0018217,2026-01-20,MANDI015,Wheat,गेहूं,Premium,224.88,82.0,False,False,False
ARR0024169,2026-06-12,MANDI026,Wheat,wheat,Local,315.19,101.0,False,False,False
ARR0009940,2026-07-14,MANDI053,Sugarcane,Ganne,PBW-343,223.78,135.0,False,False,False
ARR0019830,2026-06-10,MANDI038,Mustard,Mustard,Pusa-1121,42.65,113.0,False,False,False
ARR0020495,2026-08-12,MANDI022,Sugarcane,गन्ना,Local,115.93,119.0,False,False,False
ARR0018255,2026-06-22,MANDI050,Cotton,कपास,Hybrid,277.21,77.0,False,False,True
ARR0007496,2026-02-19,MANDI033,Rice,Rice,HD-2967,453.13,16.0,False,False,False
ARR0010734,2026-03-24,MANDI031,Paddy,Paddy,PBW-343,322.78,114.0,False,False,False
ARR0014294,2026-08-11,MANDI015,Wheat,WHEAT,PBW-343,274.85,76.0,False,False,True
ARR0020155,2026-06-25,MANDI032,Sugarcane,Ganna,Pusa-1121,315.18,79.0,False,False,True
ARR0009595,2026-08-07,MANDI019,Maize,Makka,PBW-343,26.47,83.0,False,False,False
ARR0023769,2026-07-12,MANDI040,Mustard,Sarso,Hybrid,207.89,9.0,False,False,False
ARR0001040,2026-06-27,MANDI019,Maize,Maize,Premium,19.55,102.0,False,False,False
ARR0002134,2026-01-02,MANDI032,Rice,Rice,Premium,395.84,131.0,False,False,False
ARR0021285,2026-07-04,MANDI005,Wheat,wheat,Premium,326.14,73.0,False,False,False
ARR0022728,2026-06-18,MANDI043,Maize,Makki,Pusa-1121,471.5,76.0,False,False,False
ARR0011609,2026-05-11,MANDI003,Sugarcane,Ganna,Hybrid,248.52,33.0,False,False,False
ARR0003335,2026-02-18,MANDI030,Rice,Basmati,Unknown,17.44,80.5,False,False,True
ARR0009749,2026-02-04,MANDI005,Rice,Chawal,Pusa-1121,82.19,80.5,False,False,True
ARR0019351,2026-03-11,MANDI044,Wheat,WHEAT,Local,109.69,20.0,False,False,False
ARR0011019,2026-04-29,MANDI025,Mustard,Sarson,Local,24.14,27.0,False,False,False
ARR0000827,2026-03-24,MANDI018,Cotton,Narma,HD-2967,280.28,106.0,False,False,False
ARR0003009,2026-06-21,MANDI033,Paddy,Paddy,Local,307.88,81.0,False,False,True
ARR0014450,2026-08-11,MANDI041,Cotton,Cotton,HD-2967,201.57,7.0,False,False,False
ARR0008642,2026-09-06,MANDI032,Sugarcane,Sugarcane,Hybrid,296.34,18.0,False,True,False
ARR0001145,2026-04-13,MANDI027,Cotton,cotton,Local,175.38,9.0,False,False,False
ARR0014075,2026-03-15,MANDI013,Rice,Rice,PBW-343,11.74,148.0,False,False,False
ARR0005395,2026-02-23,MANDI027,Sugarcane,Sugarcane,PBW-343,405.79999999999995,63.0,False,False,False
ARR0004631,2026-04-05,MANDI055,Paddy,paddy,Premium,366.66,150.0,False,False,False
ARR0020290,2026-04-12,MANDI051,Cotton,Narma,Local,146.39,15.0,False,False,False
ARR0001159,2026-06-05,MANDI057,Wheat,wheat,Local,222.85,76.0,False,False,True
ARR0012456,2026-03-28,MANDI015,Paddy,paddy,HD-2967,426.03000000000003,106.0,False,False,False
ARR0017878,2026-05-19,MANDI036,Mustard,सरसों,PBW-343,240.67000000000002,85.0,False,False,False
ARR0022810,2026-07-21,MANDI022,Paddy,Paddy,Pusa-1121,326.51,131.0,False,False,False
ARR0014262,2026-01-02,MANDI017,Maize,Makki,Premium,405.37,78.0,False,False,True
ARR0021449,2026-04-19,MANDI044,Maize,Makka,HD-2967,453.49,34.0,False,False,False
ARR0001303,2026-03-22,MANDI016,Maize,मक्का,Local,102.12,45.0,False,False,False
ARR0006751,2026-04-19,MANDI022,Wheat,Wheat,Premium,319.68,66.0,False,False,False
ARR0007501,2026-07-19,MANDI038,Mustard,Sarson,Hybrid,395.65,78.0,False,False,True
ARR0018675,2026-02-27,MANDI013,Mustard,mustard,HD-2967,271.13,6.0,False,False,False
ARR0016059,2026-06-30,MANDI030,Sugarcane,Ganne,Unknown,487.68,144.0,False,False,False
ARR0006271,2026-01-03,MANDI054,Maize,Makki,PBW-343,183.92,78.0,False,False,True
ARR0016927,2026-08-04,MANDI007,Rice,Chawal,Pusa-1121,477.08,10.0,False,False,False
ARR0003883,2026-06-30,MANDI025,Paddy,Paddy,Unknown,55.45,121.0,False,False,False
ARR0011444,2026-02-01,MANDI002,Mustard,Sarson,Unknown,364.30999999999995,124.0,False,False,False
ARR0024429,2026-01-01,MANDI039,Wheat,Gehun,Local,443.13,49.0,False,False,False
ARR_GEN_000092,2026-02-07,MANDI028,Sugarcane,गन्ना,Unknown,386.44,146.0,True,False,False
ARR0019241,2026-03-22,MANDI045,Mustard,Sarso,Premium,124.05,131.0,False,False,False
ARR0015918,2026-07-17,MANDI056,Maize,मक्का,PBW-343,68.36,78.0,False,True,True
ARR0006945,2026-04-09,MANDI051,Wheat,wheat,Unknown,30.21,124.0,False,False,False
